merchant_id;sample_order_count;consents;created_at;review;shops
7165530;0;{"terms_of_service":{"agreed_at":"2020-06-03 20:59:20","agreed":true},"privacy_policy":{"agreed_at":"2020-06-03 20:59:20","agreed":true},"intellectual_property":{"agreed_at":"2020-06-03 20:59:20","agreed":true}};Wed Jun 03 2020 23:59:20 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1744896","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7045428;0;{"terms_of_service":{"agreed_at":"2020-03-09 01:26:12","agreed":true},"privacy_policy":{"agreed_at":"2020-03-09 01:26:12","agreed":true},"intellectual_property":{"agreed_at":"2020-03-09 01:26:12","agreed":true}};Mon Mar 09 2020 03:26:12 GMT+0200 (EET);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1591755","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1}}}]
7348671;0;{"terms_of_service":{"agreed_at":"2020-08-27 02:34:31","agreed":true},"privacy_policy":{"agreed_at":"2020-08-27 02:34:31","agreed":true},"intellectual_property":{"agreed_at":"2020-08-27 02:34:31","agreed":true}};Thu Aug 27 2020 05:34:31 GMT+0300 (EEST);{"skipped":{"products":12,"orders":0},"ratings":[],"shared":false,"updated":1598735043,"type":"A"};[{"shop_id":"1973494","shop_data":{"branding":{"brand":"Bond Street Designs","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1973564","shop_data":{"branding":{"brand":"Oxford Street Designs","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7131812;0;{"terms_of_service":{"agreed_at":"2020-05-11 14:17:07","agreed":true},"privacy_policy":{"agreed_at":"2020-05-11 14:17:07","agreed":true},"intellectual_property":{"agreed_at":"2020-05-11 14:17:07","agreed":true}};Mon May 11 2020 17:17:03 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1701458","shop_data":{"branding":{"brand":"Kicksfit","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7267717;0;{"terms_of_service":{"agreed_at":"2020-07-28 10:54:41","agreed":true},"privacy_policy":{"agreed_at":"2020-07-28 10:54:41","agreed":true},"intellectual_property":{"agreed_at":"2020-07-28 10:54:41","agreed":true}};Tue Jul 28 2020 13:54:41 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1876850","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7085453;2;{"terms_of_service":{"agreed_at":"2020-04-08 14:07:06","agreed":true},"privacy_policy":{"agreed_at":"2020-04-08 14:07:06","agreed":true},"intellectual_property":{"agreed_at":"2020-04-08 14:07:06","agreed":true}};Wed Apr 08 2020 17:07:06 GMT+0300 (EEST);{"skipped":{"products":5,"orders":0},"ratings":[{"created_at":1587436998,"rating":5,"feedback":""}],"shared":false,"updated":1587436998,"type":"B"};[{"shop_id":"1642185","shop_data":{"branding":{"brand":"Sapiosexual","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":true,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7284180;0;{"terms_of_service":{"agreed_at":"2020-08-04 01:30:38","agreed":true},"privacy_policy":{"agreed_at":"2020-08-04 01:30:38","agreed":true},"intellectual_property":{"agreed_at":"2020-08-04 01:30:38","agreed":true}};Tue Aug 04 2020 04:30:38 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1896853","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7115888;0;{"terms_of_service":{"agreed_at":"2020-04-30 19:12:40","agreed":true},"privacy_policy":{"agreed_at":"2020-04-30 19:12:40","agreed":true},"intellectual_property":{"agreed_at":"2020-04-30 19:12:40","agreed":true}};Thu Apr 30 2020 22:12:40 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1681064","shop_data":{"branding":{"brand":"DLNQNT ACTVTY","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1681088","shop_data":{"branding":{"brand":"DLNQNT ACTVTY","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7049660;0;{"terms_of_service":{"agreed_at":"2020-03-11 14:59:51","agreed":true},"privacy_policy":{"agreed_at":"2020-03-11 14:59:51","agreed":true},"intellectual_property":{"agreed_at":"2020-03-11 14:59:51","agreed":true}};Wed Mar 11 2020 16:59:51 GMT+0200 (EET);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1596904","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1}}}]
7228043;0;{"terms_of_service":{"agreed_at":"2020-07-08 22:58:40","agreed":true},"privacy_policy":{"agreed_at":"2020-07-08 22:58:40","agreed":true},"intellectual_property":{"agreed_at":"2020-07-08 22:58:40","agreed":true}};Thu Jul 09 2020 01:58:40 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1826679","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7297656;0;{"terms_of_service":{"agreed_at":"2020-08-09 09:01:08","agreed":true},"privacy_policy":{"agreed_at":"2020-08-09 09:01:08","agreed":true},"intellectual_property":{"agreed_at":"2020-08-09 09:01:08","agreed":true}};Sun Aug 09 2020 12:01:08 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1913003","shop_data":{"branding":{"brand":"Emilia Desert","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7058667;0;{"terms_of_service":{"agreed_at":"2020-03-17 05:26:35","agreed":true},"privacy_policy":{"agreed_at":"2020-03-17 05:26:35","agreed":true},"intellectual_property":{"agreed_at":"2020-03-17 05:26:35","agreed":true}};Tue Mar 17 2020 07:26:35 GMT+0200 (EET);{"skipped":{"products":2,"orders":0},"ratings":[],"shared":false,"updated":1588242056,"type":"A"};[{"shop_id":"1608018","shop_data":{"branding":{"brand":"Bombusco.Shop","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7092932;0;{"terms_of_service":{"agreed_at":"2020-04-14 13:22:15","agreed":true},"privacy_policy":{"agreed_at":"2020-04-14 13:22:15","agreed":true},"intellectual_property":{"agreed_at":"2020-04-14 13:22:15","agreed":true}};Tue Apr 14 2020 16:22:15 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1651754","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7090659;0;{"terms_of_service":{"agreed_at":"2020-04-12 19:08:36","agreed":true},"privacy_policy":{"agreed_at":"2020-04-12 19:08:36","agreed":true},"intellectual_property":{"agreed_at":"2020-04-12 19:08:36","agreed":true}};Sun Apr 12 2020 22:08:36 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1648823","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7288064;4;{"terms_of_service":{"agreed_at":"2020-08-05 14:01:56","agreed":true},"privacy_policy":{"agreed_at":"2020-08-05 14:01:56","agreed":true},"intellectual_property":{"agreed_at":"2020-08-05 14:01:56","agreed":true}};Wed Aug 05 2020 17:01:56 GMT+0300 (EEST);{"skipped":{"products":4,"orders":0},"ratings":[{"created_at":1596857889,"rating":5,"feedback":""}],"shared":false,"updated":1596857889,"type":"A"};[{"shop_id":"1901468","shop_data":{"branding":{"brand":"GloomyBarksApparel","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7220830;0;{"terms_of_service":{"agreed_at":"2020-07-05 08:42:45","agreed":true},"privacy_policy":{"agreed_at":"2020-07-05 08:42:45","agreed":true},"intellectual_property":{"agreed_at":"2020-07-05 08:42:45","agreed":true}};Sun Jul 05 2020 11:42:45 GMT+0300 (EEST);{"skipped":{"products":3,"orders":0},"ratings":[],"shared":false,"updated":1594072218,"type":"B"};[{"shop_id":"1817436","shop_data":{"branding":{"brand":"TheForceProverbs","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1817459","shop_data":{"branding":{"brand":"TheForceProverbs","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1817463","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1821055","shop_data":{"branding":{"brand":"TheForceProverbs","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7152132;1;{"terms_of_service":{"agreed_at":"2020-05-25 19:25:32","agreed":true},"privacy_policy":{"agreed_at":"2020-05-25 19:25:32","agreed":true},"intellectual_property":{"agreed_at":"2020-05-25 19:25:32","agreed":true}};Mon May 25 2020 22:25:32 GMT+0300 (EEST);{"skipped":{"products":4,"orders":0},"ratings":[{"created_at":1592303801,"rating":5,"feedback":""}],"shared":false,"updated":1592303801,"type":"A"};[{"shop_id":"1727709","shop_data":{"branding":{"brand":"MysticsandDreamers","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7092509;0;{"terms_of_service":{"agreed_at":"2020-04-14 03:03:11","agreed":true},"privacy_policy":{"agreed_at":"2020-04-14 03:03:11","agreed":true},"intellectual_property":{"agreed_at":"2020-04-14 03:03:11","agreed":true}};Tue Apr 14 2020 06:03:11 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1651201","shop_data":{"branding":{"brand":"Tote Fresh","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1651206","shop_data":{"branding":{"brand":"Tote Fresh","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7299819;0;{"terms_of_service":{"agreed_at":"2020-08-10 02:47:11","agreed":true},"privacy_policy":{"agreed_at":"2020-08-10 02:47:11","agreed":true},"intellectual_property":{"agreed_at":"2020-08-10 02:47:11","agreed":true}};Mon Aug 10 2020 05:47:11 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[{"created_at":1597390971,"rating":5,"feedback":""}],"shared":false,"updated":1597390971,"type":"B"};[{"shop_id":"1915533","shop_data":{"branding":{"brand":"The Corgi Nation","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7296983;0;{"terms_of_service":{"agreed_at":"2020-08-09 01:34:04","agreed":true},"privacy_policy":{"agreed_at":"2020-08-09 01:34:04","agreed":true},"intellectual_property":{"agreed_at":"2020-08-09 01:34:04","agreed":true}};Sun Aug 09 2020 04:34:04 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1912225","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7253929;0;{"terms_of_service":{"agreed_at":"2020-07-21 23:39:00","agreed":true},"privacy_policy":{"agreed_at":"2020-07-21 23:39:00","agreed":true},"intellectual_property":{"agreed_at":"2020-07-21 23:39:00","agreed":true}};Wed Jul 22 2020 02:39:00 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1859816","shop_data":{"branding":{"brand":"hébreu","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7114892;0;{"terms_of_service":{"agreed_at":"2020-04-30 01:40:56","agreed":true},"privacy_policy":{"agreed_at":"2020-04-30 01:40:56","agreed":true},"intellectual_property":{"agreed_at":"2020-04-30 01:40:56","agreed":true}};Thu Apr 30 2020 04:40:51 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1679762","shop_data":{"branding":{"brand":"First Class Gear","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7246828;0;{"terms_of_service":{"agreed_at":"2020-07-18 13:05:45","agreed":true},"privacy_policy":{"agreed_at":"2020-07-18 13:05:45","agreed":true},"intellectual_property":{"agreed_at":"2020-07-18 13:05:45","agreed":true}};Sat Jul 18 2020 16:05:44 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1850763","shop_data":{"branding":{"brand":"Luscious Merch","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7223734;0;{"terms_of_service":{"agreed_at":"2020-07-06 22:57:47","agreed":true},"privacy_policy":{"agreed_at":"2020-07-06 22:57:47","agreed":true},"intellectual_property":{"agreed_at":"2020-07-06 22:57:47","agreed":true}};Tue Jul 07 2020 01:57:47 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1821219","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7249670;0;{"terms_of_service":{"agreed_at":"2020-07-19 23:29:39","agreed":true},"privacy_policy":{"agreed_at":"2020-07-19 23:29:39","agreed":true},"intellectual_property":{"agreed_at":"2020-07-19 23:29:39","agreed":true}};Mon Jul 20 2020 02:29:39 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1854392","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1854413","shop_data":{"branding":{"brand":"TheAussieExpat","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7298393;0;{"terms_of_service":{"agreed_at":"2020-08-09 16:58:02","agreed":true},"privacy_policy":{"agreed_at":"2020-08-09 16:58:02","agreed":true},"intellectual_property":{"agreed_at":"2020-08-09 16:58:02","agreed":true}};Sun Aug 09 2020 19:58:02 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1913851","shop_data":{"branding":{"brand":"Are We Drunk Yet? Podcast","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1913876","shop_data":{"branding":{"brand":"Are We Drunk Yet? Podcast","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7203443;1;{"terms_of_service":{"agreed_at":"2020-06-25 03:49:03","agreed":true},"privacy_policy":{"agreed_at":"2020-06-25 03:49:03","agreed":true},"intellectual_property":{"agreed_at":"2020-06-25 03:49:03","agreed":true}};Thu Jun 25 2020 06:49:03 GMT+0300 (EEST);{"skipped":{"products":5,"orders":1},"ratings":[],"shared":false,"updated":1593704532,"type":"A"};[{"shop_id":"1794556","shop_data":{"branding":{"brand":"Rene Mejia","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1794570","shop_data":{"branding":{"brand":"Rene Mejia","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1794610","shop_data":{"branding":{"brand":"Rene Mejia","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1794634","shop_data":{"branding":{"brand":"Rene Mejia","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7150482;0;{"terms_of_service":{"agreed_at":"2020-05-24 15:48:08","agreed":true},"privacy_policy":{"agreed_at":"2020-05-24 15:48:08","agreed":true},"intellectual_property":{"agreed_at":"2020-05-24 15:48:08","agreed":true}};Sun May 24 2020 18:48:08 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1725587","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7068453;0;{"terms_of_service":{"agreed_at":"2020-03-24 04:20:00","agreed":true},"privacy_policy":{"agreed_at":"2020-03-24 04:20:00","agreed":true},"intellectual_property":{"agreed_at":"2020-03-24 04:20:00","agreed":true}};Tue Mar 24 2020 06:20:00 GMT+0200 (EET);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1620286","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1}}}]
7320725;0;{"terms_of_service":{"agreed_at":"2020-08-17 17:01:26","agreed":true},"privacy_policy":{"agreed_at":"2020-08-17 17:01:26","agreed":true},"intellectual_property":{"agreed_at":"2020-08-17 17:01:26","agreed":true}};Mon Aug 17 2020 20:01:26 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1940553","shop_data":{"branding":{"brand":"PurplezStore","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1940567","shop_data":{"branding":{"brand":"PurplezStore","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7329531;0;{"terms_of_service":{"agreed_at":"2020-08-21 00:34:48","agreed":true},"privacy_policy":{"agreed_at":"2020-08-21 00:34:48","agreed":true},"intellectual_property":{"agreed_at":"2020-08-21 00:34:48","agreed":true}};Fri Aug 21 2020 03:34:48 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1951162","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7235871;0;{"terms_of_service":{"agreed_at":"2020-07-13 01:41:38","agreed":true},"privacy_policy":{"agreed_at":"2020-07-13 01:41:38","agreed":true},"intellectual_property":{"agreed_at":"2020-07-13 01:41:38","agreed":true}};Mon Jul 13 2020 04:41:38 GMT+0300 (EEST);{"skipped":{"products":6,"orders":0},"ratings":[],"shared":false,"updated":1594611904,"type":"B"};[{"shop_id":"1836724","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7307437;0;{"terms_of_service":{"agreed_at":"2020-08-12 16:36:33","agreed":true},"privacy_policy":{"agreed_at":"2020-08-12 16:36:33","agreed":true},"intellectual_property":{"agreed_at":"2020-08-12 16:36:33","agreed":true}};Wed Aug 12 2020 19:36:32 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1924536","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7221454;0;{"terms_of_service":{"agreed_at":"2020-07-05 18:45:14","agreed":true},"privacy_policy":{"agreed_at":"2020-07-05 18:45:14","agreed":true},"intellectual_property":{"agreed_at":"2020-07-05 18:45:14","agreed":true}};Sun Jul 05 2020 21:45:09 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1818232","shop_data":{"branding":{"brand":"crownfoil","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7295349;0;{"terms_of_service":{"agreed_at":"2020-08-08 09:28:14","agreed":true},"privacy_policy":{"agreed_at":"2020-08-08 09:28:14","agreed":true},"intellectual_property":{"agreed_at":"2020-08-08 09:28:14","agreed":true}};Sat Aug 08 2020 12:28:14 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1910244","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7323187;0;{"terms_of_service":{"agreed_at":"2020-08-18 16:32:15","agreed":true},"privacy_policy":{"agreed_at":"2020-08-18 16:32:15","agreed":true},"intellectual_property":{"agreed_at":"2020-08-18 16:32:15","agreed":true}};Tue Aug 18 2020 19:32:09 GMT+0300 (EEST);{"skipped":{"products":8,"orders":0},"ratings":[],"shared":false,"updated":1597790345,"type":"A"};[{"shop_id":"1943521","shop_data":{"branding":{"brand":"Vintage Vaughn","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7167247;0;{"terms_of_service":{"agreed_at":"2020-06-04 21:43:53","agreed":true},"privacy_policy":{"agreed_at":"2020-06-04 21:43:53","agreed":true},"intellectual_property":{"agreed_at":"2020-06-04 21:43:53","agreed":true}};Fri Jun 05 2020 00:43:52 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1747069","shop_data":{"branding":{"brand":"Lyna's store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7309354;0;{"terms_of_service":{"agreed_at":"2020-08-13 02:00:21","agreed":true},"privacy_policy":{"agreed_at":"2020-08-13 02:00:21","agreed":true},"intellectual_property":{"agreed_at":"2020-08-13 02:00:21","agreed":true}};Thu Aug 13 2020 05:00:21 GMT+0300 (EEST);{"skipped":{"products":5,"orders":0},"ratings":[],"shared":false,"updated":1597285717,"type":"B"};[{"shop_id":"1926684","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1926910","shop_data":{"branding":{"brand":"X’Plore Dior’s Boutique ","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
