order_id,print_provider_id,print_provider_sku,quantity
1745499.8725,39,UNGT1B00M,1
1209093.4351,3,3001_HEATHER_CLAY_M,1
1209093.4351,3,3001_DARK_GREY_HEATHER_2XL,1
1812336.2,37,Bella+Canvas-3001-Black-M,1
1812336.2,39,UNGT1B00M,1
459660.5232,16,52541,1
442047.104,10,20596,2
1286578.12354,16,47417,1
1847014.19,39,UNGT1B2XL,2
1819400.2208,29,002-015-005,1
1819400.2208,39,WORB3H2XL,1
1764405.72,6,mens_black_large,1
1764405.72,6,baby_tee-light_pink-3_6m,1
1401879.97,10,20596,2
1401879.97,10,20596,2
1965409.1,39,UNGS4H00L,1
1549940.495,29,001-004-004,1
1398878.428,3,3001_BLACK_XS,1
1041954.2421,3,3001_WHITE_L,1
1745499.946,39,UNGT1B00M,1
1414805.8502,30,938,1
1414805.8502,30,977,1
1286578.11622,16,47456,1
1284908.136,25,B3001_grass_green_M,1
1202187.74,10,20596,2
409898.8,10,PRT-GEN-SOG18,1
1688334.396,3,3001_DARK_GREY_HEATHER_L,1
1688334.396,3,3001_HEATHER_RASPBERRY_M,1
382820.138,10,20596,1
382820.138,10,20596,1
1505480.24568,39,UNPT1B3XL,1
1505480.24568,39,UNPT1B3XL,1
1280396.21564,29,001-002-006,1
1414805.8501,30,2746,1
1642292.7022,45,3001-NVY-M,1
1448813.3226,29,001-004-005,1
840243.1842,3,3001_HEATHER_ICE_BLUE_L,1
840243.1842,3,3001_ATHLETIC_HEATHER_2XL,1
1742614.59,39,WORB2B00M,1
628590.14766,29,022-056-003,1
628590.14766,29,022-002-003,1
112139.115416,3,3900_BLACK_M,1
1478088.4225,25,G180_Gold_XXL,1
1749327.42,3,18000_BLACK_L,1
794238.27643,29,022-008-004,1
1745499.10063,39,UNGT1B0XL,1
1785969.9,39,UNPT1W2XL,1
1785969.9,39,UNPT1W00L,1
1762501.226,29,022-050-004,1
1762501.226,29,022-094-002,1
1363741.828,10,PRT-GEN-SWG560,1
1361306.2443,3,3001_HEATHER_RASPBERRY_3XL,1
1041954.3258,3,3001_WHITE_XS,1
1041954.3258,3,3001_WHITE_M,1
1125612.8,23,2413095_IP11PM-CS-G,1
1125612.8,23,2413095_IP11PM-CS-G,1
1125612.8,23,2413012	_IP11P-CS-M,1
1508109.6057,25,11730_Charcoal Heather_XL,1
112139.115133,3,3001_KELLY_L,1
1576108.8,1,3x3-white,1
1576108.8,1,3x3-white,1
1576108.8,1,3x3-white,1
1576108.8,1,3x3-white,1
1637403.2942,3,3005_BLACK_2XL,2
1747034.316,16,24528,1
1776133.19861,43,Gildan-64000-Navy-S,1
1776133.19861,43,Gildan-64000-Charcoal-S,1
1294851.3676,10,20596,3
420516.332,26,102090006,1
1744120.335,3,5000_BLACK_L,1
1286578.15325,16,47417,1
1861572.42,1,3x3-white,3
1861572.42,1,2x2-white,1
1861572.42,1,3x3-clear,1
1861572.42,1,2x2-white,1
1861572.42,1,2x2-white,3
1861572.42,1,3x3-white,3
1861572.42,1,2x2-white,2
1804576.2197,3,3001_HEATHER_CLAY_S,1
1655992.82,3,3600_BLACK_L,1
1692089.1063,45,5000-BLK-L,1
1736976.1,9,PR_11oz_Mug,1
1676973.52,1,iphxrtough,1
1782844.1277,29,001-004-002,1
1924041.129,26,221420005,1
1924041.129,37,Gildan-5000B-Daisy-L,1
1618202.153,29,022-004-002,1
1745724.977,3,5000_SPORT_GREY_L,1
1776133.15108,39,MEGP7C0XL,1
1745499.886,39,UNGT1B00M,1
1831038.611,3,3001_PINK_M,1
1782844.1116,10,20596,1
1822202.71,38,Gildan-5000-White-4XL,1
1727890.408,1,iph11promaxtough,1
1727890.408,1,laptopsleeve13,1
1857286.182,10,20596,1
1857286.182,10,20596,1
1841639.61,43,Nextlevel-1533-HeatherGrey-M,1
1286578.13448,16,47456,1
1479310.99,10,20596,1
1479310.99,10,20596,1
1479310.99,10,20596,1
71728.145,1,4x4-clear,1
1812697.14,39,UNPT2H0XL,1
717111.10514,16,47417,1
1286578.15093,16,47456,1
1756299.19,16,49307,1
1280396.20276,29,001-004-005,1
1642292.6263,3,3001_HEATHER_RASPBERRY_XS,1
1834033.478,3,3001_VINTAGE_BLACK_M,1
628590.1426,29,022-088-003,1
1706220.895,39,UNPT1B00M,1
716454.208,29,003-002-001,1
1499270.78082,29,002-015-003,1
1499270.78082,29,002-015-003,1
1476351.7522,29,001-004-002,1
363605.5278,25,11730_Black_L,1
1678947.66,3,3001_BLACK_L,1
1678947.66,3,3001_BLACK_S,1
1795202.44,10,20596,1
1455496.8617,26,180091014,1
112139.114098,3,3001_DEEP_HEATHER_S,1
1827418.5852,29,002-004-002,1
1804782.51,3,3001_NAVY_L,1
1393673.5,2,565,1
1581320.4007,3,3001_DARK_GREY_HEATHER_XS,1
1889363.13,3,3001_MINT_M,1
1673946.1743,29,001-002-002,1
1569087.488,42,5000-GILDANMEN-BLACK-XL,1
1589409.3108,29,011-004-004,1
1824717.1464,3,2000_WHITE_M,1
1286578.17576,16,47456,1
1286578.17576,16,47456,1
1830418.47,3,3001_RED_L,1
1820427.766,39,UNGT1W00L,1
1820427.766,39,UNGT1W0XL,1
1698926.1056,3,3001_DARK_GREY_HEATHER_L,1
653871.3166,10,PRT-GEN-SPSCSM**black,1
653871.3166,42,3001-BC-BLACK-MD,1
727923.52,29,022-004-001,1
1584577.11,42,3600-NL-WHITE-XL,1
1584577.11,1,2x2-clear,1
1584577.11,1,2x2-clear,1
1584577.11,41,725-M-MAR-2XL-32527,1
1584577.11,39,UNGT1B0XL,1
717111.10322,16,47456,1
1687462.364,3,5000_WHITE_XL,1
1560018.2301,3,3005_BLACK_L,1
1727890.409,1,laptopsleeve13,1
1248969.51,29,003-004-004,1
1762208.12649,29,022-004-005,1
1354620.362,39,UNGT1B00M,1
582210.1065,29,022-083-003,1
1868581.377,10,17304,1
1842392.6,3,3001_NAVY_XL,1
1842392.6,3,3001_HEATHER_ICE_BLUE_XL,1
1943940.1,3,18500_BLACK_L,1
1943940.1,3,3001_BLACK_L,1
1618579.11832,10,20596,1
1636046.276,3,3001_DARK_GREY_HEATHER_3XL,1
1583428.263,25,P601T_Oatmeal Heather_XXXL,1
1673961.15,29,001-004-005,1
1692564.399,10,20596,1
1692564.399,10,20596,1
1505480.23734,39,UNGT1B2XL,1
1505480.23734,39,UNGT1B2XL,1
1290056.18146,45,5000-BLK-2XL,1
1041954.2904,3,3001_SOLID_BLACK_BLEND_L,1
1838123.23,39,UNGS1B00L,1
1838123.23,39,UNGT1B00L,1
1838123.23,39,UNGT1W00L,1
1672798.188,3,5000_BLACK_L,1
1672798.188,3,5000_ORANGE_L,1
1745724.535,41,721-M-BLK-02M-00571,1
130592.5652,25,B3005_royal_blue_M,1
130592.5652,25,NL1533_Midnight Navy_SM,1
1651356.649,26,180090005,1
1671664.176,3,3001_VINTAGE_BLACK_M,1
700500.2354,16,47219,1
1370584.227,42,3001-BC-BLACK-LG,1
1014018.2271,25,B3001_Heather Mauve_SM,1
468828.37,39,UNGT1B00M,2
1745499.9556,39,UNGT1B0XL,1
1745499.9556,39,UNGT1B00S,1
1754668.27,41,721-M-BLK-3XL-00579,1
1754668.27,16,49311,1
1873638.159,10,20596,1
1855358.76,10,20596,1
1164147.31,3,3001_MAROON_M,1
1775207.3318,29,022-008-002,1
1427306.3555,2,3422,1
1674237.274,3,3005_DARK_GREY_HEATHER_S,1
1723709.842,3,5000_NAVY_XL,1
1478276.5,10,20596,1
1728045.16,16,47447,1
1728045.16,1,spiral6x8ruled,1
1645636.264,2,503,1
604434.428,3,18000_BLACK_L,1
1660415.586,3,18500_MILITARY_GREEN_3XL,1
449085.1328,1,button-round-225,2
449085.1328,29,008-002-004,1
449085.1328,1,mug15oz,2
1844332.18,16,20042,1
474198.125,39,UNPT1B00L,1
1837899.8,16,47447,1
1856960.5,29,022-088-004,1
1107780.1246,10,PRT-GEN-SOG18,2
1501135.13,30,12028,1
1501135.13,30,12025,1
1501135.13,30,12025,1
1501135.13,9,PR_11oz_Mug,1
1809639.5,29,025-004-004,2
1827418.4372,29,002-017-001,1
1827418.4372,29,002-004-001,1
1827418.4372,29,002-002-001,1
389618.127,3,3001_WHITE_XL,1
1592253.2659,3,5000_WHITE_2XL,1
1343562.71,1,iph11promaxtough,1
1424698.592,29,001-017-004,1
1424698.592,29,008-009-003,1
1831038.558,10,20596,1
1659468.1014,16,23153,1
1455496.8333,26,180091016,1
1850559.7,16,92,1
1716647.86,10,20596,1
1795202.214,10,20596,1
1569607.44,25,6733_Vintage Black_M,1
1827418.5361,29,002-004-003,1
427440.2571,25,9500_Red_SM,1
427440.2571,25,9500_Kelly_SM,1
427440.2571,25,9500_Kelly_M,1
427440.2571,25,9500_Red_M,1
1748768.126,39,BBSS4N12M,1
1715111.1571,10,20596,1
1425796.1637,41,721-M-BLK-02M-00571,1
112139.117916,3,3001_TEAM_PURPLE_XL,1
1755350.184,39,UNPT1W00S,1
1698926.1083,3,3001_HEATHER_MAUVE_S,1
1280239.424,1,iphxrtough,1
1674237.3942,29,005-002-003,1
1899815.3,3,18500_LIGHT_PINK_XL,1
1899815.3,3,18500_BLACK_XL,1
1535977.91,39,UNNT3H2XL,1
112139.11924,3,3001_DEEP_HEATHER_M,1
1810207.88,16,47456,1
105752.86714,1,button-round-125,1
1804576.2154,3,3001_MINT_S,1
1695777.35,3,3001_DARK_GREY_HEATHER_L,1
1728779.2337,45,3001-BLK-S,1
1848420.256,10,20596,1
1714402.45,29,022-088-003,1
1810715.881,10,20596,1
1659538.2126,3,5000_DARK_HEATHER_3XL,1
1659538.2126,3,5000_DARK_HEATHER_3XL,1
1515634.2103,3,3001_DEEP_HEATHER_M,1
1515634.2103,3,3001_DEEP_HEATHER_L,1
112139.119027,3,3001_MAIZE_YELLOW_M,1
653871.3156,25,B3001_black_XL,1
653871.3156,25,B3001_black_XL,1
1838339.16,3,3001_HEATHER_PEACH_XL,1
1940906.29,10,20596,1
1782844.1154,10,20596,1
1824717.1452,16,47447,1
1922643.2,16,29013,1
1620454.1283,29,022-002-002,1
1756748.1831,29,005-002-002,1
1756748.1831,29,001-004-003,1
1831831.13,29,022-094-004,1
1831831.13,3,3001_SOLID_BLACK_BLEND_XL,1
1700231.11,39,UNGS1B00S,1
1700231.11,27,G_5000_S_Sand,1
1636804.3,29,011-004-004,1
1636804.3,29,011-004-007,1
679101.318,3,18500_BLACK_L,1
1676973.57,10,PRT-GEN-SW23FI,1
1674237.3405,3,3001_BLACK_M,1
1674237.3405,3,3005_BLACK_M,1
1505480.23797,39,UNPT1B3XL,1
1505480.23797,39,UNPT1B3XL,1
1776436.631,3,3001_DEEP_HEATHER_M,1
1896488.4,26,220421017,1
1896488.4,26,220420004,1
1896488.4,3,3001_SOLID_BLACK_BLEND_L,1
1176990.6,10,PRT-GEN-SLG18Z,1
1558474.47,16,45606,1
1610302.14878,29,001-002-005,1
1493993.35,10,20596,1
1493993.35,10,20596,1
1564151.451,10,20596,4
1409941.17059,3,5000_WHITE_XL,1
1054536.8156,3,3005_DARK_GREY_HEATHER_M,1
1054536.8156,29,004-021-003,1
1601152.19,10,20596,1
1349071.44,3,6004_HEATHER_TRUE_ROYAL_L,1
1477206.7787,29,003-002-001,1
1764713.72,39,UNPT1B0XL,1
1746901.435,39,UNGT1W00S,1
1610302.14578,6,heavyweight_white_medium,1
1363741.979,10,PRT-GEN-SWG680,1
1423190.4,10,20596,1
1423190.4,10,20596,1
1423190.4,10,20596,1
394550.3434,3,2000_WHITE_XL,1
1748777.11612,29,002-017-004,1
533304.9586,3,3005_BLACK_2XL,1
1691477.1181,3,3001_ATHLETIC_HEATHER_L,1
1604756.21,1,clock10inblack:black,1
540492.3,29,001-004-005,1
1673963.1351,29,001-004-002,1
1918454.9,39,UNPT1B00L,1
712842.9996,29,003-004-004,1
1534896.1502,45,3001-BLK-L,1
1849519.117,10,PRT-GEN-SWG560,1
186848.199,3,3001_BLACK_M,1
1659468.929,3,3001_WHITE_M,1
1408341.2805,3,18000_WHITE_M,1
1408341.2805,3,5000_BLACK_M,1
1277054.282,3,3001_MAROON_L,1
1277054.282,3,3001_SOFT_PINK_L,1
1568353.59,10,20596,1
1802405.161,3,3001_ATHLETIC_HEATHER_3XL,2
1447751.3256,30,3494,1
1940434.2,39,UNPT1W2XL,1
728421.4231,25,B3001_Royal Heather_L,1
1301395.2949,3,3001_BLACK_XS,1
363455.266,29,022-088-002,1
1792046.65,29,011-088-002,1
1324564.69,41,725-Y-SGR-1XL-30117,1
1324564.69,39,UNGH1W00L,1
1132005.4723,39,UNPT1W00M,1
182447.26,39,UNNT2B2XL,1
1612193.1,10,20596,1
1612193.1,10,20596,1
1608787.68,39,UNPT1B00L,1
1145778.3857,3,3001_BLACK_L,1
1145778.3857,3,3001_HEATHER_GREEN_XL,1
1145778.3857,3,3001_ATHLETIC_HEATHER_XL,1
1862449.4,1,mug11oz,1
659919.358,1,2x2-white,5
794238.28869,29,022-055-004,1
1617880.1841,10,20596,1
1326623.31,25,B3001_navy_M,1
470784.565,16,47417,1
470784.565,16,49307,1
1827418.8569,3,3005_DARK_GREY_HEATHER_S,1
1827418.8569,29,002-002-001,1
1827418.8569,29,002-004-001,1
1572208.413,6,heavyweight_dark_heather_medium,1
1572208.413,6,heavyweight_brown_medium,1
1577160.12,1,button-round-125,1
1644891.96,39,UNGT1B0XL,1
883557.1963,3,3001_BLACK_S,1
1874829.3,3,3001_HEATHER_ICE_BLUE_2XL,1
1737743.264,16,47417,1
1410181.57,2,3417,1
1410181.57,2,3420,1
1495263.43,45,5000-WHT-XL,1
1767829.94,6,GD12_black_large,1
1864438.12,16,38976,1
1848588.7,43,Nextlevel-3600-White-S,1
1761890.132,3,5000_BLACK_3XL,1
1691096.7,42,11730-DELTA-WHITE-LG,1
1782894.11,3,5000_WHITE_L,1
731571.162,10,20596,1
1748864.346,3,18000_ASH_L,1
1738713.262,10,20596,1
1618579.11688,29,018-002-005,2
1618579.11688,29,018-002-002,1
1618579.11688,29,018-002-003,2
1280396.21313,29,001-004-003,1
1720864.944,3,3001_DARK_GREY_HEATHER_S,1
1600175.446,45,5000-WHT-L,1
1047180.1403,3,2000_BLACK_2XL,1
1319945.532,3,5000_BLACK_4XL,1
1803180.5,29,001-004-005,1
1642292.6053,3,3001_OLIVE_XL,1
1642292.6053,3,3001_OLIVE_M,1
1642292.6053,3,3001_OLIVE_L,1
1836150.311,10,20596,1
1836150.311,10,20596,1
964395.3512,10,PRT-GEN-SWG560,1
1748777.13752,29,002-015-002,1
1435301.869,29,001-006-003,1
1410147.21113,29,001-002-002,1
1831038.621,10,20596,1
1340107.14281,2,3419,1
1929126.18,10,20596,2
643001.1471,3,5000_BLACK_S,1
643001.1471,3,5000_BLACK_S,1
1389409.12809,30,38757,1
1772994.99,3,5000_SPORT_GREY_XL,1
1498333.96,3,3001_BLACK_S,1
1863541.114,2,3419,1
1863541.114,1,3x3-white,1
1863541.114,1,3x3-white,1
1854422.18,39,UNPT1B00L,1
1746293.46,2,3423,1
1739534.77,39,UNGT1W00M,1
1827418.8497,29,002-023-004,1
1827418.8497,29,002-004-004,1
1827418.8497,29,002-004-004,1
730755.1027,3,18500_BLACK_M,1
514941.174,29,022-051-002,1
1592253.2868,29,001-004-004,1
1642292.5635,3,3001_HEATHER_RASPBERRY_M,1
1642292.5635,3,3001_HEATHER_RASPBERRY_S,2
1619231.855,1,4x4-clear,1
1806932.141,10,20596,1
1132005.4861,6,mens_white_small,1
1607681.136,10,18132,3
1404488.1232,10,20596,1
1836290.24,10,20596,1
1776133.13785,39,UNNT2B00S,1
1776133.13785,39,WORB2W00S,1
1776133.13785,39,WORB2B00S,1
474066.3706,3,3001_BLACK_L,1
1363735.251,10,PRT-GEN-SW23FI,1
1455496.8923,39,UNGT1W00L,1
1445722.4825,29,022-088-001,1
1325831.7045,3,5000_BLACK_L,1
1522505.105,29,022-004-002,1
1716725.103,41,721-M-BLK-02M-00571,1
1814025.25,26,180091015,1
715812.3065,3,3001_BLACK_XL,1
1509035.844,10,20596,1
1419673.226,16,580,1
712842.986,30,139,1
1205964.829,10,20596,6
1205964.829,16,49311,1
1916997.52,1,mug15oz,1
1916997.52,1,mug15oz,1
1340015.461,29,022-015-005,1
592917.4,10,20596,1
1824335.571,3,3001_DARK_GREY_HEATHER_L,1
1626235.848,3,3001_BLACK_L,1
1874648.6,1,mug11oz,1
1785056.11,10,PRT-GEN-SOG18,1
1785056.11,10,PRT-GEN-SOG18,1
1785056.11,10,PRT-GEN-SOG18,1
1785056.11,10,PRT-GEN-SOG18,1
1785056.11,29,022-004-002,1
1785056.11,29,022-006-003,1
1785056.11,16,44561,1
1785056.11,29,022-083-001,1
1785056.11,16,44539,1
1785056.11,29,022-002-004,1
1493933.6186,25,G180_White_4XL,1
1493933.6186,25,B3001_white_XXXL,1
1493933.6186,25,G180_White_XXL,1
1664771.1156,29,022-009-003,1
1664771.1156,29,005-009-003,1
179729.1404,10,20596,1
179729.1404,10,20596,1
179729.1404,10,20596,1
179729.1404,10,20596,1
179729.1404,10,20596,1
1775207.3162,29,022-088-002,1
927273.835,1,towel-60x30in,1
1787109.18,10,18391,1
1787109.18,10,18391,1
1787109.18,10,PRT-GEN-SPSCSP2**white,1
1787109.18,10,PRT-GEN-SPSCSP2**white,1
1787109.18,10,PRT-GEN-SPSCSP2**white,1
1787109.18,10,PRT-GEN-SPSCSP2**white,1
1787109.18,10,18403,1
1787109.18,16,402,1
1787109.18,10,PRT-GEN-SPSCSP3**white,1
1787109.18,10,PRT-GEN-SPSCSP2**black,1
756450.168,3,3001_HEATHER_NAVY_S,1
1782844.1497,29,001-004-003,1
1782844.1497,29,001-004-003,1
105752.87425,1,iph7plustough,1
1816728.224,10,20596,1
712842.9094,29,003-002-003,1
712842.9094,29,003-017-003,1
712842.9094,29,003-004-003,1
1762208.14145,29,022-002-003,1
1762208.14145,29,022-004-003,1
1620454.1286,3,3001_WHITE_M,1
1860439.131,3,3001_DARK_GREY_HEATHER_S,1
1859615.27,29,022-055-006,1
1734809.1126,2,3423,1
1721606.46,10,20596,1
1893819.1,39,UNGT1R00M,1
1893819.1,39,UNGT1R00L,1
1893819.1,39,UNGT1R0XL,1
1893819.1,39,UNGT1R2XL,1
1893819.1,39,UNGT1R3XL,1
1893819.1,39,UNGT1W00M,1
1893819.1,39,UNGT1W00L,1
1893819.1,39,UNGT1W0XL,1
1893819.1,39,UNGT1W2XL,1
1893819.1,39,UNGT1W3XL,1
1716647.103,10,20596,1
1755218.612,29,022-004-002,1
1377258.1411,25,11730_Black_XXXL,1
429093.339,26,180091016,1
325160.7411,2,503,1
1746330.362,39,UNGT1B0XL,1
1880274.1,39,UNPT1B00L,1
1880274.1,39,UNPT1W00L,1
1655239.245,10,20596,2
1655239.245,10,20596,2
1859412.35,39,UNGT1B0XL,1
264054.8552,25,B3001_Turquoise_XL,1
1688334.32,3,3001_HEATHER_COLUMBIA_BLUE_S,1
1732948.2911,6,heavyweight_black_large,1
1867234.25,39,UNPT1R00M,1
1895422.119,10,20596,1
1745499.9286,39,UNGT1B2XL,1
1755823.102,39,UNGT1B0XL,1
325160.7723,2,405,1
1286578.13219,16,47456,1
1506472.64,10,20596,1
1291631.182,3,5000_BLACK_XL,1
457578.395,10,20596,1
457578.395,10,20596,1
1491091.167,10,20596,1
1909800.1,39,UNPT1B0XL,1
1909800.1,10,20596,1
1280396.23574,29,001-004-005,1
1054536.746,3,3001_DARK_GREY_HEATHER_M,1
1054536.746,3,3001_DARK_GREY_HEATHER_XS,2
1889734.1,39,UNPT1B00M,1
112139.114417,3,3001_NAVY_XL,1
1445722.3554,3,3001_ATHLETIC_HEATHER_3XL,1
1825568.558,10,20596,1
1577292.306,25,G185_Black_M,1
1577292.306,25,B3480_white_M,1
1589409.3228,29,011-018-001,1
1784932.134,3,3001_BLACK_HEATHER_2XL,1
1784932.134,3,3001_BLACK_HEATHER_M,1
1784932.134,3,3001_BLACK_HEATHER_L,1
1539484.1503,29,001-018-004,1
1709737.413,3,3001_BLACK_S,1
1312249.74,25,N3900_Vibrant Yellow_L,1
253826.8036,3,3001_RED_XL,1
1387892.463,10,PRT-GEN-SLG16BC,2
1689526.6,10,20596,1
1899939.1,29,016-033-003,1
1720864.1424,3,3001_HEATHER_NAVY_XL,1
564099.614,23,2413012	_IP11P-CS-M,1
123752.11314,3,18000_SPORT_GREY_M,1
1684289.962,3,18000_WHITE_S,1
1770004.193,10,20596,2
1770004.193,10,20596,2
1808692.215,3,3001_DEEP_HEATHER_M,1
1834033.162,39,UNGH1W00M,1
1800982.4745,3,3001_PINK_M,1
1800982.4745,3,3001_ATHLETIC_HEATHER_M,1
831615.278,3,3001_RED_L,1
1827418.9352,29,002-002-003,1
1827418.9352,29,002-004-003,1
1827418.9352,29,002-023-003,1
1827418.9352,29,002-002-003,1
1581320.2804,3,3001_MAROON_L,1
1389409.12868,30,38757,1
1389409.12868,30,38757,1
1657420.137,10,20596,1
516066.38746,29,003-002-002,1
1791693.33,39,UNPT1B0XL,1
1776133.21176,39,WORB2W00L,1
1463832.2772,29,011-016-002,1
741303.5672,25,NL1533_White_XL,1
1476403.5929,29,001-002-002,1
1748777.11555,29,002-012-003,1
1814585.132,10,20596,1
1814585.132,10,20596,1
1821966.7,3,3001_HEATHER_MAUVE_XS,1
1821966.7,3,3001_BLACK_HEATHER_XS,1
1821966.7,3,3001_VINTAGE_BLACK_XS,1
516066.41101,29,003-003-003,1
1663376.444,29,001-004-004,1
105752.85347,25,G180_Indigo Blue_XL,1
1775179.309,30,3486,1
1515991.565,3,18000_SAND_M,1
1515991.565,3,3001_BLACK_S,1
1250348.1132,16,43800,1
1250348.1132,16,45754,1
1474277.3987,39,UNPT1B3XL,1
1435301.863,41,721-M-SGR-01S-30006,1
1741962.584,16,48146,1
1866728.12,3,3005_NAVY_XL,1
1866728.12,3,3005_WHITE_XL,1
1866728.12,3,3005_WHITE_XL,1
653871.3228,25,B3001_black_XL,1
1783039.329,39,WORB2W0XL,1
1783039.329,29,004-002-004,1
1783039.329,29,007-004-003,1
1495263.54,29,022-085-003,1
1884688.5,3,5000_BLACK_S,1
459660.5105,29,022-016-006,1
1474551.5305,3,3005_ATHLETIC_HEATHER_M,1
1654379.36,25,P601T_Charcoal Heather_L,1
1801817.123,16,47219,1
1282517.926,3,3001_HEATHER_GREEN_XL,1
1750891.12,41,711-M-WHT-02M-00003,1
178817.1302,29,001-002-003,1
1848420.75,10,PRT-GEN-SW23FI,1
1533962.8855,6,heavyweight_black_xl,1
1225155.6157,10,20596,1
1225155.6157,10,20596,1
1830156.858,3,3001_ATHLETIC_HEATHER_XL,1
1287497.46,10,PRT-GEN-SPA23N,1
1800982.3441,3,3001_ATHLETIC_HEATHER_2XL,1
1830156.59,3,3001_VINTAGE_BLACK_S,1
1874610.12,23,1436679_IP8-TCB-CS-G,1
239237.6158,3,18000_SPORT_GREY_M,1
1738713.229,10,20596,1
1756748.1703,3,18500_ROYAL_XL,1
1590042.1773,3,5000_MAROON_L,1
1590042.1773,3,5000_PURPLE_L,1
1783354.5,10,PRT-GEN-SCDHOS,1
1815878.43,43,Gildan-5000-Gold-L,1
1815878.43,29,022-054-003,1
1123353.91,3,3001_DEEP_HEATHER_M,1
1882651.12,3,5000_ROYAL_XL,1
1714538.15,10,20596,1
1687438.804,45,5000-BLK-2XL,1
1468748.4716,30,38849,1
1770064.32,29,022-057-002,1
1770064.32,29,022-054-002,1
1534896.1943,38,Gildan-18500B-Royal-S,1
1773337.255,29,001-002-002,1
1581978.535,26,102091017,1
1476370.6818,27,G_5000_XL_Black,1
1674237.3418,3,3001_DARK_GREY_HEATHER_L,1
1674237.3418,3,3001_DARK_GREY_HEATHER_M,1
634107.3858,25,G5000_white_M,1
1627500.455,29,022-057-006,1
1304282.4176,29,005-004-004,1
1776133.1752,43,Nextlevel-1533-HeatherGrey-2XL,1
1776133.1752,43,Nextlevel-1533-MidnightNavy-2XL,1
1493933.6076,29,021-002-002,1
1746901.5,3,18500_BLACK_XL,1
1814585.95,10,20596,1
1224024.4373,16,24838,1
1416544.378,29,011-018-004,1
1836150.245,10,20596,1
1844095.267,10,20596,1
1844095.267,10,20596,1
1909628.33,29,022-074-002,1
1909628.33,29,022-055-002,1
1769312.11,39,BBSS1W06M,1
1143240.127,29,001-002-001,1
1424698.5723,29,011-004-005,1
882774.18822,3,5000_NAVY_3XL,1
1804576.1509,43,Nextlevel-1533-MidnightNavy-L,1
516066.40141,16,47219,1
1746265.58,1,mug11oz,1
1718009.166,10,PRT-GEN-SOG18,1
1489547.8,25,9500_Soft Pink_SM,1
1489547.8,25,9500_Light Blue_SM,1
1508109.5295,25,61748_Black_XXL,1
1508109.5295,3,3005_DARK_GREY_HEATHER_2XL,1
1508109.5295,25,B3005_charcoal_heather_XXL,1
1316040.277,3,3001_BLACK_2XL,1
1617880.3527,10,20596,1
1745499.11241,3,5000_DARK_HEATHER_S,1
1827418.446,29,002-023-003,1
1827418.446,29,002-002-003,1
1841328.2485,3,18500_BLACK_M,1
1840241.421,2,3423,1
1840241.421,2,3424,1
1843503.224,10,20596,1
178775.3214,3,5000_BLACK_L,1
1095993.3,29,002-028-002,1
367340.3649,25,G180_White_XL,1
1762208.13464,29,022-004-004,1
1889651.1,10,PRT-GEN-AS506SP,1
1889651.1,10,PRT-GEN-SBBKPK,1
1889651.1,1,journal5x7ruled,1
1889651.1,10,PRT-GEN-SLG18Z,1
1889651.1,10,PRT-GEN-AS506SP,1
1889651.1,1,clock10innatural:black,1
1889651.1,1,mug15oztravel,1
1889651.1,1,2x2-white,1
1724693.2,10,20596,2
1584062.1203,3,3001_DARK_GREY_HEATHER_XL,1
1584062.1203,3,3001_HEATHER_TRUE_ROYAL_XL,1
1734945.795,39,UNGT1W00L,1
1582728.245,3,18500_BLACK_S,1
1224024.3695,3,3001_WHITE_2XL,1
1245723.176,25,G180_Forest Green_SM,1
1792495.548,3,18500_FOREST_GREEN_M,1
564099.565,2,3417,1
564099.565,2,3417,1
1720307.1088,3,5000_LIGHT_PINK_M,1
964395.3405,10,PRT-GEN-SWG680,1
964395.3405,10,PRT-GEN-SWG680,1
1560181.442,1,3x3-clear,1
1909567.5,10,PRT-GEN-SLG18Z,1
1524000.273,3,5000_BLACK_XL,1
1533962.9213,26,180093214,1
1499270.80775,29,002-012-004,1
1813348.205,26,180091017,1
1813348.205,26,180091017,1
1309453.6417,29,001-004-004,1
1357315.7,1,3x3-clear,1
1357315.7,1,3x3-clear,1
1357315.7,2,3419,1
1357315.7,25,G186_Light Pink_L,1
186257.15504,3,3001_WHITE_2XL,1
1505480.23198,39,UNGT1B0XL,1
1610302.13437,29,001-004-003,1
1755218.501,3,3001_HEATHER_RASPBERRY_M,1
1534005.351,29,022-004-002,1
1584062.1414,1,6x6-clear,1
548616.231,1,clock10innatural:black,1
1873087.207,3,5000_BLACK_2XL,1
1499270.80755,29,002-015-003,1
584586.293,29,022-006-002,1
325160.7799,2,405,1
1417458.5831,26,180090008,1
1836915.77,3,5000_KIWI_L,1
1410865.399,10,20596,1
1825568.1501,10,20596,1
1508043.1657,3,5000_BLACK_XL,1
611133.898,1,mug20oztumbler,1
1674237.3615,29,022-002-001,1
1730648.455,3,5000_BLACK_S,1
1690003.265,1,mug15oz,1
1034421.2779,3,3001_BLACK_XL,1
607170.1563,16,54723,1
1848587.129,10,20596,1
1776133.13648,43,Gildan-64000-Navy-3XL,1
463023.1882,3,3001_BLACK_M,1
463023.1882,3,3001_BLACK_M,1
1745499.8457,39,UNGT1B2XL,1
1770232.525,29,004-006-005,1
1888519.7,39,UNPT5C3XL,1
1717886.14,10,20596,1
